dep;nomdep;codecommune;nomcommune;GEO_latitude;GEO_longitude;DBL_geo_point_2d;DBL_coderegion;DBL_nomregion;DBL_bug
14;CALVADOS;14603;SAINT-LAURENT-DE-CONDEL;49.026136575670414;-0.394821606160755;49.026136575670414, -0.394821606160755;25;BASSE-NORMANDIE;0
59;NORD;59285;HASPRES;50.26508771517227;3.411762966577826;50.26508771517227, 3.411762966577826;31;NORD-PAS-DE-CALAIS;0
18;CHER;18084;DAMPIERRE-EN-CROT;47.4559955079036;2.5741039435760653;47.455995507903594, 2.5741039435760653;24;CENTRE;0
70;HAUTE-SAONE;70020;ANDELARROT;47.57824094830764;6.098692007880596;47.57824094830764, 6.098692007880596;43;FRANCHE-COMTE;0
60;OISE;60282;GOUVIEUX;49.18958162667226;2.420263249894678;49.18958162667226, 2.420263249894678;22;PICARDIE;0
95;"""VAL-D'OISE""";95487;PERSAN;49.14974417152271;2.269783932492385;49.14974417152271, 2.269783932492385;11;ILE-DE-FRANCE;0
59;NORD;59192;EMERCHICOURT;50.31174416405175;3.255610886783713;50.311744164051746, 3.255610886783713;31;NORD-PAS-DE-CALAIS;0
42;LOIRE;42085;DOIZIEUX;45.4182832028059;4.58919336955081;45.4182832028059, 4.58919336955081;82;RHONE-ALPES;0
71;SAONE-ET-LOIRE;71162;CURGY;46.98860499609616;4.382777304873942;46.988604996096164, 4.382777304873942;26;BOURGOGNE;0
42;LOIRE;42269;SAINT-PAUL-D'UZORE;45.67492929433165;4.090048932352133;45.67492929433165, 4.090048932352133;82;RHONE-ALPES;0
25;DOUBS;25364;MAMIROLLE;47.19841844696296;6.162438394460776;47.19841844696296, 6.162438394460776;43;FRANCHE-COMTE;0
65;HAUTES-PYRENEES;65141;CAZAUX-FRECHET-ANERAN-CAMORS;42.84331980520301;0.433537773802009;42.84331980520301, 0.43353777380200903;73;MIDI-PYRENEES;0
85;VENDEE;85077;CURZON;46.45123769227892;-1.301380592156709;46.45123769227892, -1.301380592156709;52;PAYS DE LA LOIRE;0
86;VIENNE;86256;SAVIGNY-LEVESCAULT;46.52896569054256;0.477909234429134;46.52896569054256, 0.477909234429134;54;POITOU-CHARENTES;0
24;DORDOGNE;24537;SIORAC-DE-RIBERAC;45.18359280358176;0.346380237366911;45.18359280358176, 0.34638023736691104;72;AQUITAINE;0
81;TARN;81049;CAHUZAC;43.4764567581549;2.081264371808767;43.4764567581549, 2.081264371808767;73;MIDI-PYRENEES;0
12;AVEYRON;12204;LA ROQUE-SAINTE-MARGUERITE;44.10934446905447;3.242002202084816;44.10934446905447, 3.242002202084816;73;MIDI-PYRENEES;0
32;GERS;32328;POUY-ROQUELAURE;44.0383578635786;0.521396806967091;44.0383578635786, 0.521396806967091;73;MIDI-PYRENEES;0
69;RHONE;69016;AZOLETTE;46.19186237767165;4.413215656209864;46.191862377671654, 4.4132156562098634;82;RHONE-ALPES;0
11;AUDE;11270;PADERN;42.86913337380395;2.651222493504941;42.86913337380395, 2.651222493504941;91;LANGUEDOC-ROUSSILLON;0
51;MARNE;51545;SOMMESOUS;48.73453229927934;4.213045901460258;48.73453229927934, 4.213045901460258;21;CHAMPAGNE-ARDENNE;0
30;GARD;30240;SAINT-CESAIRE-DE-GAUZIGNAN;44.03664067365749;4.20242445704119;44.03664067365749, 4.20242445704119;91;LANGUEDOC-ROUSSILLON;0
08;ARDENNES;08159;EUILLY-ET-LOMBUT;49.62884814478698;5.113682149067632;49.62884814478698, 5.113682149067632;21;CHAMPAGNE-ARDENNE;0
14;CALVADOS;14569;SAINTE-CROIX-SUR-MER;49.31601262597644;-0.510000536107738;49.31601262597644, -0.510000536107738;25;BASSE-NORMANDIE;0
64;PYRENEES-ATLANTIQUES;64181;CASTILLON (CANTON D'ARTHEZ-DE-BEARN);43.464779072604834;-0.575226967579549;43.464779072604834, -0.575226967579549;72;AQUITAINE;0
51;MARNE;51210;DIZY;49.07052111807015;3.97084205034085;49.07052111807015, 3.97084205034085;21;CHAMPAGNE-ARDENNE;0
09;ARIEGE;09062;LES BORDES-SUR-LEZ;42.83350345756518;1.034242181777627;42.83350345756518, 1.034242181777627;73;MIDI-PYRENEES;0
17;CHARENTE-MARITIME;17436;TAILLEBOURG;45.84529271583625;-0.635939473121618;45.84529271583625, -0.635939473121618;54;POITOU-CHARENTES;0
95;"""VAL-D'OISE""";95055;BELLEFONTAINE;49.092545007853566;2.469558147006717;49.092545007853566, 2.469558147006717;11;ILE-DE-FRANCE;0
60;OISE;60261;FRESNOY-LE-LUAT;49.212703381839056;2.762830651482354;49.212703381839056, 2.762830651482354;22;PICARDIE;0
62;PAS-DE-CALAIS;62126;BEUVRY;50.53283994622847;2.691769856742954;50.53283994622847, 2.691769856742954;31;NORD-PAS-DE-CALAIS;0
07;ARDECHE;07148;MALBOSC;44.3495149489711;4.072460278083261;44.3495149489711, 4.072460278083261;82;RHONE-ALPES;0
60;OISE;60577;SAINT-GERMER-DE-FLY;49.441635095007;1.781914728195917;49.441635095007, 1.781914728195917;22;PICARDIE;0
62;PAS-DE-CALAIS;62514;LIGNY-SAINT-FLOCHEL;50.35847862761851;2.423219149669935;50.35847862761851, 2.423219149669935;31;NORD-PAS-DE-CALAIS;0
10;AUBE;10329;ROUILLY-SAINT-LOUP;48.26472073010819;4.149455034796023;48.26472073010819, 4.149455034796023;21;CHAMPAGNE-ARDENNE;0
64;PYRENEES-ATLANTIQUES;64396;MONT;43.42702161837888;-0.6594206445148361;43.42702161837888, -0.6594206445148361;72;AQUITAINE;0
54;MEURTHE-ET-MOSELLE;54052;BATTIGNY;48.44390794183755;5.984821358559756;48.44390794183755, 5.984821358559756;41;LORRAINE;0
17;CHARENTE-MARITIME;17317;SAINT-CIERS-DU-TAILLON;45.43145314623602;-0.633076943744027;45.431453146236024, -0.633076943744027;54;POITOU-CHARENTES;0
15;CANTAL;15022;BONNAC;45.2099376788176;3.146608696194141;45.2099376788176, 3.146608696194141;83;AUVERGNE;0
70;HAUTE-SAONE;70318;MAGNY-DANIGON;47.68135428171482;6.611238651362614;47.68135428171482, 6.611238651362614;43;FRANCHE-COMTE;0
57;MOSELLE;57419;LOUPERSHOUSE;49.08068198517118;6.915135942566339;49.08068198517118, 6.915135942566339;41;LORRAINE;0
72;SARTHE;72175;LUCHE-PRINGE;47.70388806528232;0.095388240377828;47.70388806528232, 0.095388240377828;52;PAYS DE LA LOIRE;0
02;AISNE;02117;BRAY-SAINT-CHRISTOPHE;49.77467009752684;3.140709650913012;49.77467009752684, 3.140709650913012;22;PICARDIE;0
51;MARNE;51449;PRUNAY;49.21410613326275;4.174830637040898;49.21410613326275, 4.174830637040898;21;CHAMPAGNE-ARDENNE;0
11;AUDE;11243;MONTFERRAND;43.36875102796172;1.828231751563784;43.36875102796172, 1.828231751563784;91;LANGUEDOC-ROUSSILLON;0
03;ALLIER;03027;BEZENET;46.3323101361663;2.849393075233051;46.3323101361663, 2.849393075233051;83;AUVERGNE;0
30;GARD;30122;GAJAN;43.898508824636494;4.225642705382721;43.898508824636494, 4.225642705382721;91;LANGUEDOC-ROUSSILLON;0
34;HERAULT;34015;ASSIGNAN;43.3998665892134;2.886849977298715;43.3998665892134, 2.886849977298715;91;LANGUEDOC-ROUSSILLON;0
57;MOSELLE;57554;POURNOY-LA-GRASSE;49.01494303409103;6.206516164812426;49.014943034091026, 6.206516164812426;41;LORRAINE;0
47;LOT-ET-GARONNE;47105;FRESPECH;44.31465114490292;0.8225517041870021;44.31465114490292, 0.8225517041870021;72;AQUITAINE;0
38;ISERE;38156;LES EPARRES;45.538094476368734;5.292469023506495;45.538094476368734, 5.292469023506495;82;RHONE-ALPES;0
50;MANCHE;50143;COUDEVILLE-SUR-MER;48.87352346545832;-1.524245649853078;48.87352346545832, -1.524245649853078;25;BASSE-NORMANDIE;0
80;SOMME;80132;BRACHES;49.73023647522138;2.498975747358428;49.73023647522138, 2.498975747358428;22;PICARDIE;0
27;EURE;27204;DOUDEAUVILLE-EN-VEXIN;49.32269598504286;1.589351058763099;49.32269598504286, 1.589351058763099;23;HAUTE-NORMANDIE;0
37;INDRE-ET-LOIRE;37219;SAINT-GENOUPH;47.37241739057746;0.589386626061112;47.37241739057746, 0.589386626061112;24;CENTRE;0
67;BAS-RHIN;67429;SAINT-PIERRE;48.384564384281255;7.4651248354628095;48.384564384281255, 7.4651248354628095;42;ALSACE;0
80;SOMME;80495;LUCHEUX;50.200772746572085;2.4195461484074032;50.200772746572085, 2.4195461484074032;22;PICARDIE;0
53;MAYENNE;53120;IZE;48.22530445803404;-0.301409019013817;48.22530445803404, -0.301409019013817;52;PAYS DE LA LOIRE;0
45;LOIRET;45033;BOESSES;48.14843733276168;2.4331616188018312;48.14843733276168, 2.4331616188018312;24;CENTRE;0
72;SARTHE;72191;MAYET;47.76424093992702;0.279819645077453;47.76424093992702, 0.279819645077453;52;PAYS DE LA LOIRE;0
63;PUY-DE-DOME;63052;LE BREUIL-SUR-COUZE;45.46712088760528;3.266759095974622;45.46712088760528, 3.266759095974622;83;AUVERGNE;0
21;"""COTE-D'OR""";21342;LAPERRIERE-SUR-SAONE;47.10639540393328;5.346147937072232;47.106395403933284, 5.346147937072232;26;BOURGOGNE;0
16;CHARENTE;16359;SALLES-D'ANGLES;45.619288405829415;-0.344548280548224;45.619288405829415, -0.344548280548224;54;POITOU-CHARENTES;0
50;MANCHE;50370;NEHOU;49.42623757681969;-1.563213301483202;49.42623757681969, -1.5632133014832021;25;BASSE-NORMANDIE;0
02;AISNE;02528;MORTEFONTAINE;49.33627682437503;3.080534795141751;49.33627682437503, 3.080534795141751;22;PICARDIE;0
51;MARNE;51038;BASLIEUX-SOUS-CHATILLON;49.12183205015877;3.795161918329514;49.12183205015877, 3.795161918329514;21;CHAMPAGNE-ARDENNE;0
88;VOSGES;88435;SAINT-REMY;48.34292056880771;6.814387948287584;48.34292056880771, 6.8143879482875835;41;LORRAINE;0
77;SEINE-ET-MARNE;77305;MONTEREAU-FAULT-YONNE;48.38988309105464;2.9615547965723863;48.389883091054635, 2.9615547965723863;11;ILE-DE-FRANCE;0
30;GARD;30127;GAUJAC;44.07594732048732;4.571173881209524;44.075947320487316, 4.571173881209524;91;LANGUEDOC-ROUSSILLON;0
39;JURA;39453;RAVILLOLES;46.43392123410528;5.800321860366795;46.433921234105284, 5.800321860366795;43;FRANCHE-COMTE;0
82;TARN-ET-GARONNE;82013;BEAUMONT-DE-LOMAGNE;43.87672835496701;1.010595888062056;43.876728354967014, 1.010595888062056;73;MIDI-PYRENEES;0
10;AUBE;10357;SAINT-PARRES-AUX-TERTRES;48.29130849544111;4.133024483912365;48.29130849544111, 4.133024483912365;21;CHAMPAGNE-ARDENNE;0
71;SAONE-ET-LOIRE;71314;MONTJAY;46.80554344018771;5.299859000194816;46.80554344018771, 5.299859000194816;26;BOURGOGNE;0
27;EURE;27055;BERENGEVILLE-LA-CAMPAGNE;49.11339135720624;1.05847119891816;49.11339135720624, 1.05847119891816;23;HAUTE-NORMANDIE;0
15;CANTAL;15024;BRAGEAC;45.20386048984671;2.265596758082897;45.20386048984671, 2.265596758082897;83;AUVERGNE;0
18;CHER;18187;PREVERANGES;46.45339384945518;2.252917543572047;46.45339384945518, 2.252917543572047;24;CENTRE;0
44;LOIRE-ATLANTIQUE;44032;LA CHAPELLE-HEULIN;47.17229138268866;-1.349938062222725;47.17229138268866, -1.349938062222725;52;PAYS DE LA LOIRE;0
27;EURE;27042;BARVILLE;49.15785878298385;0.485044896767631;49.15785878298385, 0.485044896767631;23;HAUTE-NORMANDIE;0
55;MEUSE;55146;DANNEVOUX;49.30463810810329;5.226739769493875;49.30463810810329, 5.226739769493875;41;LORRAINE;0
58;NIEVRE;58293;TOURY-LURCY;46.73734955091631;3.424322363391082;46.737349550916306, 3.424322363391082;26;BOURGOGNE;0
88;VOSGES;88145;DOMFAING;48.240824117198;6.751065320428339;48.240824117198, 6.751065320428339;41;LORRAINE;0
51;MARNE;51346;MAREUIL-LE-PORT;49.07376723867545;3.744258984314642;49.07376723867545, 3.744258984314642;21;CHAMPAGNE-ARDENNE;0
33;GIRONDE;33481;SAINT-SULPICE-DE-GUILLERAGUES;44.62982115348275;0.047804558614181;44.62982115348275, 0.047804558614181;72;AQUITAINE;0
62;PAS-DE-CALAIS;62495;LEDINGHEM;50.644990653190085;1.973659939248165;50.644990653190085, 1.973659939248165;31;NORD-PAS-DE-CALAIS;0
67;BAS-RHIN;67249;KRAUTWILLER;48.73916654603188;7.674829924770711;48.73916654603188, 7.674829924770711;42;ALSACE;0
23;CREUSE;23027;BOSMOREAU-LES-MINES;46.00235715313973;1.754330244995127;46.002357153139734, 1.754330244995127;74;LIMOUSIN;0
57;MOSELLE;57210;FENETRANGE;48.85071626200313;7.009871173645322;48.85071626200313, 7.009871173645322;41;LORRAINE;0
29;FINISTERE;29243;SAINT-COULITZ;48.18192414740011;-4.067272197355268;48.18192414740011, -4.067272197355268;53;BRETAGNE;0
63;PUY-DE-DOME;63083;CHANAT-LA-MOUTEYRE;45.82528134303884;3.006982530273544;45.82528134303884, 3.006982530273544;83;AUVERGNE;0
59;NORD;59488;RAILLENCOURT-SAINTE-OLLE;50.188427414068215;3.178069145017051;50.188427414068215, 3.178069145017051;31;NORD-PAS-DE-CALAIS;0
70;HAUTE-SAONE;70442;RENAUCOURT;47.64137698376133;5.763414026707438;47.64137698376133, 5.763414026707438;43;FRANCHE-COMTE;0
80;SOMME;80432;HERLEVILLE;49.86113859552768;2.7511195028461097;49.861138595527684, 2.7511195028461097;22;PICARDIE;0
16;CHARENTE;16056;BOURG-CHARENTE;45.66599378222936;-0.222233070692344;45.66599378222936, -0.22223307069234402;54;POITOU-CHARENTES;0
09;ARIEGE;09272;SAINT-PAUL-DE-JARRAT;42.895915458428135;1.672068726516021;42.895915458428135, 1.672068726516021;73;MIDI-PYRENEES;0
74;HAUTE-SAVOIE;74237;SAINT-GINGOLPH;46.38820888348873;6.778102308489876;46.38820888348873, 6.778102308489876;82;RHONE-ALPES;0
71;SAONE-ET-LOIRE;71320;MONT-SAINT-VINCENT;46.64613589069516;4.49195438858175;46.64613589069516, 4.49195438858175;26;BOURGOGNE;0
03;ALLIER;03147;LODDES;46.294616811561205;3.760815519538662;46.294616811561205, 3.760815519538662;83;AUVERGNE;0
36;INDRE;36059;CONDE;46.88546589771019;1.9870642664352;46.88546589771019, 1.9870642664352;24;CENTRE;0
57;MOSELLE;57321;HESSE;48.68761932642517;7.051958727658238;48.68761932642517, 7.051958727658238;41;LORRAINE;0
57;MOSELLE;57357;KAPPELKINGER;48.97576103995429;6.909982563484906;48.97576103995429, 6.909982563484906;41;LORRAINE;0
01;AIN;01038;BENY;46.31886292177475;5.28253433405169;46.31886292177475, 5.28253433405169;82;RHONE-ALPES;0
22;"""COTES-D'ARMOR""";22091;KERMOROC'H;48.61443584102721;-3.203273607574435;48.61443584102721, -3.203273607574435;53;BRETAGNE;0
25;DOUBS;25555;TAILLECOURT;47.49470137516058;6.853937641340752;47.49470137516058, 6.853937641340752;43;FRANCHE-COMTE;0
07;ARDECHE;07008;ALISSAS;44.70703370342646;4.624063608298688;44.70703370342646, 4.6240636082986875;82;RHONE-ALPES;0
18;CHER;18115;IVOY-LE-PRE;47.35523193398;2.510217085799632;47.355231933979994, 2.510217085799632;24;CENTRE;0
35;ILLE-ET-VILAINE;35340;TREFFENDEL;48.03139533519561;-2.008183736371077;48.03139533519561, -2.008183736371077;53;BRETAGNE;0
83;VAR;83125;SEILLONS-SOURCE-D'ARGENS;43.51509705654302;5.876935700458123;43.51509705654302, 5.876935700458123;93;"""PROVENCE-ALPES-COTE D'AZUR""";0
85;VENDEE;85082;LES EPESSES;46.891716606632656;-0.903422756545864;46.891716606632656, -0.9034227565458641;52;PAYS DE LA LOIRE;0
2A;CORSE-DU-SUD;2A200;PALNECA;41.99174742737215;9.189109296358051;41.99174742737215, 9.189109296358051;94;CORSE;0
76;SEINE-MARITIME;76008;ANCOURT;49.90855479526515;1.178988854583461;49.90855479526515, 1.178988854583461;23;HAUTE-NORMANDIE;0
37;INDRE-ET-LOIRE;37128;LIGNIERES-DE-TOURAINE;47.29488364842241;0.417423372604379;47.29488364842241, 0.417423372604379;24;CENTRE;0
89;YONNE;89385;SENNEVOY-LE-BAS;47.80088940917534;4.309642850166373;47.80088940917534, 4.309642850166373;26;BOURGOGNE;0
11;AUDE;11027;BARBAIRA;43.17543262186739;2.514716027222792;43.17543262186739, 2.514716027222792;91;LANGUEDOC-ROUSSILLON;0
57;MOSELLE;57727;VIVIERS;48.89398173833752;6.439889458217719;48.893981738337516, 6.439889458217719;41;LORRAINE;0
59;NORD;59031;AUDIGNIES;50.27834650619663;3.824561251928083;50.27834650619663, 3.824561251928083;31;NORD-PAS-DE-CALAIS;0
37;INDRE-ET-LOIRE;37083;CORMERY;47.25924326685423;0.8458739521593891;47.25924326685423, 0.8458739521593891;24;CENTRE;0
25;DOUBS;25598;VENISE;47.349922661506085;6.11345012494343;47.349922661506085, 6.11345012494343;43;FRANCHE-COMTE;0
54;MEURTHE-ET-MOSELLE;54394;MURVILLE;49.34294189532842;5.830865540209303;49.34294189532842, 5.830865540209303;41;LORRAINE;0
33;GIRONDE;33275;MARTRES;44.70739175927731;-0.168195738605002;44.70739175927731, -0.168195738605002;72;AQUITAINE;0
31;HAUTE-GARONNE;31499;SAINT-LYS;43.51000732749256;1.199557119135999;43.51000732749256, 1.199557119135999;73;MIDI-PYRENEES;0
58;NIEVRE;58247;SAINT-JEAN-AUX-AMOGNES;47.008813649126914;3.341456551383864;47.008813649126914, 3.341456551383864;26;BOURGOGNE;0
85;VENDEE;85261;SAINTE-PEXINE;46.55960187965222;-1.1240623590067371;46.55960187965222, -1.1240623590067371;52;PAYS DE LA LOIRE;0
18;CHER;18047;LA CHAPELLE-D'ANGILLON;47.37097348831137;2.440033390964313;47.37097348831137, 2.440033390964313;24;CENTRE;0
69;RHONE;69180;SAINT-ANDRE-LA-COTE;45.63226713174997;4.596603700422729;45.63226713174997, 4.596603700422729;82;RHONE-ALPES;0
23;CREUSE;23143;NOTH;46.24222864384737;1.582645173717313;46.24222864384737, 1.582645173717313;74;LIMOUSIN;0
27;EURE;27377;LYONS-LA-FORET;49.3936970778067;1.47355856777582;49.3936970778067, 1.47355856777582;23;HAUTE-NORMANDIE;0
63;PUY-DE-DOME;63011;ARS-LES-FAVETS;46.2002650375628;2.748503757209583;46.200265037562794, 2.748503757209583;83;AUVERGNE;0
54;MEURTHE-ET-MOSELLE;54422;PETTONVILLE;48.53015406175474;6.743711878168226;48.53015406175474, 6.743711878168226;41;LORRAINE;0
30;GARD;30353;VISSEC;43.89650120712242;3.453030057261262;43.89650120712242, 3.453030057261262;91;LANGUEDOC-ROUSSILLON;0
89;YONNE;89071;CHAMOUX;47.45945910630896;3.661213680789704;47.45945910630896, 3.661213680789704;26;BOURGOGNE;0
71;SAONE-ET-LOIRE;71220;GILLY-SUR-LOIRE;46.54800620862062;3.792849887910061;46.54800620862062, 3.792849887910061;26;BOURGOGNE;0
84;VAUCLUSE;84034;CAUMONT-SUR-DURANCE;43.89135804869616;4.956330773317933;43.89135804869616, 4.956330773317933;93;"""PROVENCE-ALPES-COTE D'AZUR""";0
59;NORD;59381;MARESCHES;50.29402907852023;3.576060198805873;50.294029078520225, 3.576060198805873;31;NORD-PAS-DE-CALAIS;0
50;MANCHE;50568;SAUSSEY;49.01151913065202;-1.425266490116098;49.01151913065202, -1.425266490116098;25;BASSE-NORMANDIE;0
50;MANCHE;50628;VERNIX;48.715170819827165;-1.228328003599475;48.715170819827165, -1.228328003599475;25;BASSE-NORMANDIE;0
67;BAS-RHIN;67083;DAMBACH;49.00938063972499;7.640918991067168;49.00938063972499, 7.640918991067168;42;ALSACE;0
02;AISNE;02804;VILLEMONTOIRE;49.3000199564229;3.321896722425192;49.3000199564229, 3.321896722425192;22;PICARDIE;0
52;HAUTE-MARNE;52534;VILLIERS-EN-LIEU;48.66832635285846;4.905636745833634;48.66832635285846, 4.905636745833634;21;CHAMPAGNE-ARDENNE;0
47;LOT-ET-GARONNE;47271;SAINT-PIERRE-SUR-DROPT;44.64866680351632;0.206503642426095;44.64866680351632, 0.206503642426095;72;AQUITAINE;0
54;MEURTHE-ET-MOSELLE;54049;BASLIEUX;49.438004415057;5.750729291964082;49.438004415057, 5.750729291964082;41;LORRAINE;0
90;TERRITOIRE DE BELFORT;90045;FECHE-L'EGLISE;47.50217674159416;6.955880312380269;47.502176741594155, 6.955880312380269;43;FRANCHE-COMTE;0
46;LOT;46200;MONTCLERA;44.620322132739126;1.198339534461833;44.620322132739126, 1.198339534461833;73;MIDI-PYRENEES;0
31;HAUTE-GARONNE;31490;SAINT-JORY;43.73934410604407;1.356254546239537;43.73934410604407, 1.356254546239537;73;MIDI-PYRENEES;0
25;DOUBS;25048;BAVANS;47.48350852185349;6.725193408645626;47.483508521853494, 6.725193408645626;43;FRANCHE-COMTE;0
30;GARD;30323;SOUSTELLE;44.17241005610944;4.000327943536436;44.172410056109435, 4.000327943536436;91;LANGUEDOC-ROUSSILLON;0
08;ARDENNES;08179;FRANCHEVAL;49.720311450996256;5.075454527412458;49.720311450996256, 5.075454527412458;21;CHAMPAGNE-ARDENNE;0
11;AUDE;11348;SAINT-JULIEN-DE-BRIOLA;43.1606490809762;1.945368079802638;43.1606490809762, 1.945368079802638;91;LANGUEDOC-ROUSSILLON;0
88;VOSGES;88277;LUVIGNY;48.49806733574008;7.077127729373272;48.498067335740075, 7.077127729373272;41;LORRAINE;0
54;MEURTHE-ET-MOSELLE;54594;XAMMES;48.9781448010424;5.848983900724366;48.9781448010424, 5.848983900724366;41;LORRAINE;0
80;SOMME;80232;DAMERY;49.730761976254925;2.736769089884803;49.730761976254925, 2.736769089884803;22;PICARDIE;0
2B;HAUTE-CORSE;2B107;ERSA;42.98710498748694;9.38235735890524;42.98710498748694, 9.38235735890524;94;CORSE;0
84;VAUCLUSE;84064;LAPALUD;44.30654289442768;4.679515759615451;44.30654289442768, 4.679515759615451;93;"""PROVENCE-ALPES-COTE D'AZUR""";0
02;AISNE;02201;COEUVRES-ET-VALSERY;49.32954322320755;3.152904535107593;49.32954322320755, 3.152904535107593;22;PICARDIE;0
07;ARDECHE;07288;SAINT-PRIEST;44.71314693025332;4.535621872156668;44.71314693025332, 4.535621872156668;82;RHONE-ALPES;0
35;ILLE-ET-VILAINE;35152;LIFFRE;48.20409758099033;-1.5142090779318722;48.20409758099033, -1.5142090779318722;53;BRETAGNE;0
51;MARNE;51127;LA CHAPELLE-LASSON;48.63373387466218;3.817458210875531;48.63373387466218, 3.817458210875531;21;CHAMPAGNE-ARDENNE;0
38;ISERE;38120;LA COMBE-DE-LANCEY;45.19780390121505;5.918755448953369;45.19780390121505, 5.918755448953369;82;RHONE-ALPES;0
57;MOSELLE;57466;METZING;49.0993204164585;6.96137313835921;49.0993204164585, 6.96137313835921;41;LORRAINE;0
77;SEINE-ET-MARNE;77500;VILLEBEON;48.20491389124351;2.9283730112550783;48.20491389124351, 2.9283730112550783;11;ILE-DE-FRANCE;0
52;HAUTE-MARNE;52396;POINSON-LES-NOGENT;47.99161806164451;5.379460915323729;47.99161806164451, 5.379460915323729;21;CHAMPAGNE-ARDENNE;0
59;NORD;59187;ECLAIBES;50.199979855064505;3.93837593671816;50.199979855064505, 3.93837593671816;31;NORD-PAS-DE-CALAIS;0
06;ALPES-MARITIMES;06011;BEAULIEU-SUR-MER;43.70790393966248;7.332569348810408;43.70790393966248, 7.332569348810408;93;"""PROVENCE-ALPES-COTE D'AZUR""";0
90;TERRITOIRE DE BELFORT;90006;AUXELLES-HAUT;47.749769163151285;6.778339856091414;47.749769163151285, 6.778339856091414;43;FRANCHE-COMTE;0
39;JURA;39263;GROZON;46.88978576083298;5.690241539635258;46.88978576083298, 5.690241539635258;43;FRANCHE-COMTE;0
08;ARDENNES;08071;BLOMBAY;49.8159741254778;4.454101477224139;49.8159741254778, 4.454101477224139;21;CHAMPAGNE-ARDENNE;0
82;TARN-ET-GARONNE;82011;BARRY-D'ISLEMADE;44.07271146253389;1.253006730753789;44.07271146253389, 1.253006730753789;73;MIDI-PYRENEES;0
73;SAVOIE;73242;SAINT-JEAN-D'ARVES;45.16598036515399;6.272157591134693;45.16598036515399, 6.272157591134693;82;RHONE-ALPES;0
62;PAS-DE-CALAIS;62349;FOUQUEREUIL;50.5207754924989;2.598906884886497;50.5207754924989, 2.598906884886497;31;NORD-PAS-DE-CALAIS;0
89;YONNE;89062;CARISEY;47.922780456475074;3.845166305532812;47.922780456475074, 3.8451663055328122;26;BOURGOGNE;0
83;VAR;83120;SAINT-ZACHARIE;43.3775300587117;5.718208510436921;43.3775300587117, 5.718208510436921;93;"""PROVENCE-ALPES-COTE D'AZUR""";0
72;SARTHE;72213;MULSANNE;47.91863762681572;0.244158355852825;47.918637626815716, 0.24415835585282503;52;PAYS DE LA LOIRE;0
57;MOSELLE;57191;ELZANGE;49.36075006174331;6.292457306583937;49.36075006174331, 6.292457306583937;41;LORRAINE;0
88;VOSGES;88224;HADIGNY-LES-VERRIERES;48.32196687324269;6.477886900097379;48.32196687324269, 6.477886900097379;41;LORRAINE;0
38;ISERE;38452;SAINT-ROMAIN-DE-SURIEU;45.38987090241819;4.889290608518881;45.38987090241819, 4.889290608518881;82;RHONE-ALPES;0
49;MAINE-ET-LOIRE;49353;TRELAZE;47.45135717898837;-0.473458788346494;47.45135717898837, -0.473458788346494;52;PAYS DE LA LOIRE;0
12;AVEYRON;12246;SAINT-SANTIN;44.643367029399535;2.257876603582061;44.643367029399535, 2.257876603582061;73;MIDI-PYRENEES;0
67;BAS-RHIN;67387;REICHSFELD;48.36321761142307;7.380132402588804;48.36321761142307, 7.380132402588804;42;ALSACE;0
56;MORBIHAN;56249;TAUPONT;47.96228749813967;-2.442765887658354;47.962287498139666, -2.442765887658354;53;BRETAGNE;0
63;PUY-DE-DOME;63379;SAINT-MYON;45.98715374270556;3.129554480106984;45.98715374270556, 3.129554480106984;83;AUVERGNE;0
44;LOIRE-ATLANTIQUE;44131;PORNIC;47.12239724523069;-2.051823344786048;47.122397245230694, -2.051823344786048;52;PAYS DE LA LOIRE;0
38;ISERE;38213;LONGECHENAL;45.42289487845686;5.360329897604419;45.42289487845686, 5.360329897604419;82;RHONE-ALPES;0
34;HERAULT;34289;SAINT-THIBERY;43.392761107565015;3.400809319800594;43.392761107565015, 3.400809319800594;91;LANGUEDOC-ROUSSILLON;0
44;LOIRE-ATLANTIQUE;44125;PIRIAC-SUR-MER;47.37786944735655;-2.517355514273251;47.377869447356545, -2.517355514273251;52;PAYS DE LA LOIRE;0
77;SEINE-ET-MARNE;77104;CHATRES;48.712758628684085;2.815841711804028;48.712758628684085, 2.815841711804028;11;ILE-DE-FRANCE;0
47;LOT-ET-GARONNE;47131;LAGUPIE;44.56818075091077;0.110810277516478;44.56818075091077, 0.11081027751647801;72;AQUITAINE;0
12;AVEYRON;12009;ARNAC-SUR-DOURDOU;43.71870104549178;2.945921215816128;43.71870104549178, 2.945921215816128;73;MIDI-PYRENEES;0
78;YVELINES;78397;LE MESNIL-SAINT-DENIS;48.74022506136868;1.966138358607553;48.740225061368676, 1.966138358607553;11;ILE-DE-FRANCE;0
80;SOMME;80770;TULLY;50.08200373060141;1.514595974058876;50.082003730601414, 1.5145959740588761;22;PICARDIE;0
79;DEUX-SEVRES;79337;LE VANNEAU-IRLEAU;46.30084151291109;-0.643099715141436;46.30084151291109, -0.643099715141436;54;POITOU-CHARENTES;0
68;HAUT-RHIN;68183;LIEBENSWILLER;47.50101387265508;7.450437149698351;47.50101387265508, 7.450437149698351;42;ALSACE;0
