dep;nomdep;codecommune;nomcommune;GEO_latitude;GEO_longitude;DBL_geo_point_2d;DBL_coderegion;DBL_nomregion;DBL_bug
59;NORD;59416;MORBECQUE;50.67689342861573;2.536216144331492;50.67689342861573, 2.536216144331492;31;NORD-PAS-DE-CALAIS;0
31;HAUTE-GARONNE;31225;GOUTEVERNISSE;43.214026301449536;1.173765920286677;43.214026301449536, 1.173765920286677;73;MIDI-PYRENEES;0
23;CREUSE;23025;BONNAT;46.32301933418213;1.913450631364578;46.32301933418213, 1.913450631364578;74;LIMOUSIN;0
38;ISERE;38522;VALJOUFFREY;44.88153491127053;6.07950399615059;44.88153491127053, 6.07950399615059;82;RHONE-ALPES;0
21;"""COTE-D'OR""";21249;ESBARRES;47.091069454325485;5.198246639283228;47.091069454325485, 5.198246639283228;26;BOURGOGNE;0
62;PAS-DE-CALAIS;62893;WIMEREUX;50.77924978918239;1.613432313096119;50.77924978918239, 1.613432313096119;31;NORD-PAS-DE-CALAIS;0
60;OISE;60331;LABOSSE;49.35407816266846;1.898320236754994;49.35407816266846, 1.898320236754994;22;PICARDIE;0
62;PAS-DE-CALAIS;62625;NOYELLES-LES-HUMIERES;50.37542375047368;2.1773776418561592;50.37542375047368, 2.1773776418561592;31;NORD-PAS-DE-CALAIS;0
34;HERAULT;34277;SAINT-MAURICE-NAVACELLES;43.84487342385136;3.506265066900079;43.84487342385136, 3.506265066900079;91;LANGUEDOC-ROUSSILLON;0
45;LOIRET;45149;FOUCHEROLLES;48.09716912740733;3.0183707714031742;48.09716912740733, 3.0183707714031742;24;CENTRE;0
26;DROME;26176;MARSANNE;44.64027308196128;4.883113725963492;44.64027308196128, 4.883113725963492;82;RHONE-ALPES;0
51;MARNE;51130;CHARMONT;48.86910728112316;4.870499461015932;48.869107281123156, 4.870499461015932;21;CHAMPAGNE-ARDENNE;0
76;SEINE-MARITIME;76592;SAINT-JEAN-DE-FOLLEVILLE;49.505056753004965;0.499483150434799;49.505056753004965, 0.499483150434799;23;HAUTE-NORMANDIE;0
14;CALVADOS;14556;SAINT-ANDRE-SUR-ORNE;49.12440156254746;-0.388404822316026;49.12440156254746, -0.388404822316026;25;BASSE-NORMANDIE;0
61;ORNE;61411;SAINT-JOUIN-DE-BLAVOU;48.44868202508459;0.482333338299787;48.44868202508459, 0.48233333829978703;25;BASSE-NORMANDIE;0
07;ARDECHE;07060;CHATEAUNEUF-DE-VERNOUX;44.92492404782045;4.642191100324167;44.92492404782045, 4.642191100324167;82;RHONE-ALPES;0
10;AUBE;10196;LIGNIERES;47.95693729164738;3.96407269437861;47.95693729164738, 3.96407269437861;21;CHAMPAGNE-ARDENNE;0
68;HAUT-RHIN;68062;CARSPACH;47.622493539829264;7.195029847951468;47.622493539829264, 7.195029847951468;42;ALSACE;0
50;MANCHE;50345;MONTHUCHON;49.08817736254658;-1.4202346383721172;49.08817736254658, -1.4202346383721172;25;BASSE-NORMANDIE;0
03;ALLIER;03028;BILLEZOIS;46.20948267005192;3.576882652523172;46.20948267005192, 3.576882652523172;83;AUVERGNE;0
31;HAUTE-GARONNE;31317;MARIGNAC-LASCLARES;43.30498786470456;1.106620375823203;43.30498786470456, 1.106620375823203;73;MIDI-PYRENEES;0
42;LOIRE;42170;PERREUX;46.04048973608429;4.144919260882025;46.04048973608429, 4.144919260882025;82;RHONE-ALPES;0
34;HERAULT;34045;CABRIERES;43.57779731121372;3.348006075625786;43.577797311213715, 3.348006075625786;91;LANGUEDOC-ROUSSILLON;0
14;CALVADOS;14437;MONDEVILLE;49.16936493781647;-0.310691187417337;49.16936493781647, -0.31069118741733703;25;BASSE-NORMANDIE;0
56;MORBIHAN;56124;MALESTROIT;47.80768637880935;-2.387010725805915;47.80768637880935, -2.387010725805915;53;BRETAGNE;0
29;FINISTERE;29132;LOCQUENOLE;48.623479420099;-3.863473532675319;48.623479420098995, -3.863473532675319;53;BRETAGNE;0
85;VENDEE;85289;LA TARDIERE;46.66373743400396;-0.727562430214146;46.663737434003956, -0.727562430214146;52;PAYS DE LA LOIRE;0
51;MARNE;51422;PARGNY-LES-REIMS;49.21913705905693;3.921807305091723;49.21913705905693, 3.921807305091723;21;CHAMPAGNE-ARDENNE;0
46;LOT;46257;SAINT-CIRQ-MADELON;44.78969863807808;1.316852228380994;44.78969863807808, 1.316852228380994;73;MIDI-PYRENEES;0
41;LOIR-ET-CHER;41058;CONCRIERS;47.77773771438432;1.482518082874568;47.777737714384315, 1.482518082874568;24;CENTRE;0
02;AISNE;02366;HANNAPES;49.97711581037301;3.6144264223222633;49.97711581037301, 3.6144264223222633;22;PICARDIE;0
88;VOSGES;88378;REGNEY;48.2865730500126;6.307855922226566;48.2865730500126, 6.307855922226566;41;LORRAINE;0
02;AISNE;02378;LA HERIE;49.88382698815301;4.043606570518069;49.883826988153004, 4.043606570518069;22;PICARDIE;0
65;HAUTES-PYRENEES;65264;LASCAZERES;43.49812931917787;-0.028526449309559;43.49812931917787, -0.028526449309559002;73;MIDI-PYRENEES;0
02;AISNE;02211;CONDE-SUR-SUIPPE;49.41383703266813;3.944984490271521;49.41383703266813, 3.944984490271521;22;PICARDIE;0
37;INDRE-ET-LOIRE;37203;ROCHECORBON;47.4295541891264;0.7609196676951501;47.4295541891264, 0.7609196676951501;24;CENTRE;0
10;AUBE;10151;FONTAINE-LES-GRES;48.41283519619373;3.889105144084852;48.41283519619373, 3.8891051440848523;21;CHAMPAGNE-ARDENNE;0
67;BAS-RHIN;67427;SAINT-MAURICE;48.33292016164621;7.335272851457982;48.332920161646214, 7.335272851457982;42;ALSACE;0
25;DOUBS;25017;AMONDANS;47.07152928410012;6.035107687047449;47.07152928410012, 6.035107687047449;43;FRANCHE-COMTE;0
02;AISNE;02641;RENNEVAL;49.73917140193729;4.036741700660738;49.73917140193729, 4.036741700660738;22;PICARDIE;0
58;NIEVRE;58045;LA CELLE-SUR-NIEVRE;47.21862469898568;3.202260892409714;47.21862469898568, 3.202260892409714;26;BOURGOGNE;0
67;BAS-RHIN;67276;LUTZELHOUSE;48.53768427012003;7.24174255301525;48.53768427012003, 7.24174255301525;42;ALSACE;0
80;SOMME;80329;FORCEVILLE;50.066008765124565;2.555441238497868;50.066008765124565, 2.555441238497868;22;PICARDIE;0
06;ALPES-MARITIMES;06031;CANTARON;43.77120309985372;7.313168927283133;43.77120309985372, 7.313168927283133;93;"""PROVENCE-ALPES-COTE D'AZUR""";0
81;TARN;81024;BEAUVAIS-SUR-TESCOU;43.898151982312086;1.5716034750919912;43.898151982312086, 1.5716034750919912;73;MIDI-PYRENEES;0
52;HAUTE-MARNE;52526;VILLARS-SANTENOGE;47.74426865403712;4.99918998243774;47.744268654037114, 4.9991899824377395;21;CHAMPAGNE-ARDENNE;0
07;ARDECHE;07338;VERNOUX-EN-VIVARAIS;44.90515581676331;4.64438568730562;44.90515581676331, 4.64438568730562;82;RHONE-ALPES;0
09;ARIEGE;09169;LIMBRASSAC;43.01101047036936;1.843532399235547;43.01101047036936, 1.843532399235547;73;MIDI-PYRENEES;0
27;EURE;27663;LE TRONCQ;49.19288514543214;0.916869342267369;49.19288514543214, 0.916869342267369;23;HAUTE-NORMANDIE;0
77;SEINE-ET-MARNE;77128;COUILLY-PONT-AUX-DAMES;48.88166983746127;2.8653400028622302;48.88166983746127, 2.8653400028622302;11;ILE-DE-FRANCE;0
66;PYRENEES-ORIENTALES;66071;ESTAGEL;42.76773067544313;2.707541795529761;42.76773067544313, 2.707541795529761;91;LANGUEDOC-ROUSSILLON;0
47;LOT-ET-GARONNE;47215;PUJOLS;44.37054109592832;0.698420769964404;44.37054109592832, 0.698420769964404;72;AQUITAINE;0
01;AIN;01026;BAGE-LE-CHATEL;46.30770692311769;4.928620841885369;46.30770692311769, 4.928620841885369;82;RHONE-ALPES;0
36;INDRE;36046;LA CHATRE;46.57386170611147;1.991124689056831;46.57386170611147, 1.991124689056831;24;CENTRE;0
24;DORDOGNE;24028;BEAUMONT-DU-PERIGORD;44.77380125798995;0.7540962933099;44.77380125798995, 0.7540962933099;72;AQUITAINE;0
09;ARIEGE;09124;LE FOSSAT;43.17969078441221;1.415063573425289;43.17969078441221, 1.415063573425289;73;MIDI-PYRENEES;0
68;HAUT-RHIN;68113;GUEMAR;48.194168527133314;7.414750078293217;48.194168527133314, 7.414750078293217;42;ALSACE;0
64;PYRENEES-ATLANTIQUES;64052;ARRICAU-BORDES;43.50190520938678;-0.142484551875439;43.50190520938678, -0.14248455187543901;72;AQUITAINE;0
19;CORREZE;19118;LE LONZAC;45.469966322352775;1.731155034507681;45.469966322352775, 1.731155034507681;74;LIMOUSIN;0
02;AISNE;02160;CHAOURSE;49.70078981155206;3.985622922812507;49.70078981155206, 3.985622922812507;22;PICARDIE;0
89;YONNE;89334;SAINT-AUBIN-CHATEAU-NEUF;47.82144732626303;3.290483357430294;47.821447326263026, 3.290483357430294;26;BOURGOGNE;0
11;AUDE;11019;AUNAT;42.78899329386997;2.100487274266931;42.78899329386997, 2.100487274266931;91;LANGUEDOC-ROUSSILLON;0
40;LANDES;40162;LUCBARDEZ-ET-BARGUES;43.97497864980727;-0.410271763084914;43.97497864980727, -0.41027176308491403;72;AQUITAINE;0
46;LOT;46208;MONTVALENT;44.87406843329873;1.6355576928643432;44.87406843329873, 1.6355576928643432;73;MIDI-PYRENEES;0
60;OISE;60538;RICQUEBOURG;49.56068083444983;2.758292518407658;49.560680834449826, 2.758292518407658;22;PICARDIE;0
68;HAUT-RHIN;68357;WALTENHEIM;47.65561655239746;7.422890707267546;47.65561655239746, 7.422890707267546;42;ALSACE;0
03;ALLIER;03282;THENEUILLE;46.58749055596518;2.8799454590320592;46.58749055596518, 2.8799454590320592;83;AUVERGNE;0
85;VENDEE;85121;LE LANGON;46.43931190393441;-0.947017086150998;46.43931190393441, -0.9470170861509981;52;PAYS DE LA LOIRE;0
60;OISE;60685;VILLERS-SAINT-SEPULCRE;49.36895088067666;2.209252158728257;49.36895088067666, 2.209252158728257;22;PICARDIE;0
40;LANDES;40240;RENUNG;43.74677968212979;-0.368876062065978;43.74677968212979, -0.368876062065978;72;AQUITAINE;0
41;LOIR-ET-CHER;41127;LA MAROLLE-EN-SOLOGNE;47.582983248690624;1.788919074924564;47.582983248690624, 1.788919074924564;24;CENTRE;0
28;EURE-ET-LOIR;28166;FRIAIZE;48.42990345297603;1.12215343235798;48.42990345297603, 1.12215343235798;24;CENTRE;0
73;SAVOIE;73273;SAINT-PIERRE-DE-CURTILLE;45.76549774447517;5.828877757211796;45.76549774447517, 5.828877757211796;82;RHONE-ALPES;0
88;VOSGES;88015;ATTIGNEVILLE;48.39777972995456;5.827512184699397;48.39777972995456, 5.827512184699397;41;LORRAINE;0
48;LOZERE;48034;LA CANOURGUE;44.41937117693942;3.257118276274177;44.41937117693942, 3.257118276274177;91;LANGUEDOC-ROUSSILLON;0
31;HAUTE-GARONNE;31340;MERVILLA;43.50633055702877;1.47317310348059;43.50633055702877, 1.47317310348059;73;MIDI-PYRENEES;0
59;NORD;59670;DON;50.54404898108235;2.915578097686276;50.54404898108235, 2.915578097686276;31;NORD-PAS-DE-CALAIS;0
27;EURE;27403;LE MESNIL-JOURDAIN;49.18153346026998;1.127631852846701;49.18153346026998, 1.127631852846701;23;HAUTE-NORMANDIE;0
74;HAUTE-SAVOIE;74205;ONNION;46.18169242839481;6.498698065707903;46.18169242839481, 6.498698065707903;82;RHONE-ALPES;0
52;HAUTE-MARNE;52300;MAGNEUX;48.509635452162726;5.007762530245237;48.509635452162726, 5.007762530245237;21;CHAMPAGNE-ARDENNE;0
08;ARDENNES;08046;BANOGNE-RECOUVRANCE;49.57026095865495;4.132470643434385;49.57026095865495, 4.132470643434385;21;CHAMPAGNE-ARDENNE;0
02;AISNE;02198;CLAMECY;49.42810778250503;3.363787547873454;49.42810778250503, 3.363787547873454;22;PICARDIE;0
43;HAUTE-LOIRE;43004;ALLEYRAC;44.89448152217895;3.989150093848763;44.89448152217895, 3.989150093848763;83;AUVERGNE;0
43;HAUTE-LOIRE;43072;LA CHOMETTE;45.22773086379821;3.467273385213282;45.22773086379821, 3.467273385213282;83;AUVERGNE;0
79;DEUX-SEVRES;79306;SAURAIS;46.62355612654675;-0.135209285165747;46.62355612654675, -0.135209285165747;54;POITOU-CHARENTES;0
93;SEINE-SAINT-DENIS;93008;BOBIGNY;48.90768824395576;2.438639827268387;48.907688243955754, 2.438639827268387;11;ILE-DE-FRANCE;0
71;SAONE-ET-LOIRE;71371;LA ROCHE-VINEUSE;46.35102359147507;4.74854768421996;46.35102359147507, 4.74854768421996;26;BOURGOGNE;0
35;ILLE-ET-VILAINE;35299;SAINT-MELOIR-DES-ONDES;48.63871254376054;-1.905176128029636;48.63871254376054, -1.9051761280296362;53;BRETAGNE;0
69;RHONE;69192;SAINT-CYR-LE-CHATOUX;46.0314296951772;4.538652675315813;46.0314296951772, 4.538652675315813;82;RHONE-ALPES;0
63;PUY-DE-DOME;63383;SAINT-PIERRE-COLAMINE;45.51430287531183;2.974742042579712;45.51430287531183, 2.974742042579712;83;AUVERGNE;0
68;HAUT-RHIN;68246;OBERSAASHEIM;47.98612333027035;7.556752143748467;47.98612333027035, 7.556752143748467;42;ALSACE;0
48;LOZERE;48086;LUC;44.636687585109904;3.86550888828663;44.636687585109904, 3.86550888828663;91;LANGUEDOC-ROUSSILLON;0
10;AUBE;10270;ONJON;48.39878609245362;4.275798225310908;48.39878609245362, 4.275798225310908;21;CHAMPAGNE-ARDENNE;0
78;YVELINES;78505;PRUNAY-LE-TEMPLE;48.85928981427914;1.671301146657966;48.859289814279144, 1.671301146657966;11;ILE-DE-FRANCE;0
35;ILLE-ET-VILAINE;35289;SAINT-MALO-DE-PHILY;47.8681860686914;-1.80518886356619;47.8681860686914, -1.80518886356619;53;BRETAGNE;0
50;MANCHE;50278;LE LOREUR;48.86409114912047;-1.423962941057084;48.86409114912047, -1.423962941057084;25;BASSE-NORMANDIE;0
42;LOIRE;42311;LA TOUR-EN-JAREZ;45.488352827849546;4.39780519433158;45.488352827849546, 4.39780519433158;82;RHONE-ALPES;0
63;PUY-DE-DOME;63181;JOZERAND;46.024849858105554;3.098945730112754;46.024849858105554, 3.098945730112754;83;AUVERGNE;0
64;PYRENEES-ATLANTIQUES;64236;GAYON;43.48536612928234;-0.165938339941442;43.48536612928234, -0.16593833994144203;72;AQUITAINE;0
29;FINISTERE;29013;BOTMEUR;48.376228104665095;-3.922756135949536;48.376228104665095, -3.922756135949536;53;BRETAGNE;0
85;VENDEE;85093;FOUGERE;46.661788191148425;-1.23612691916349;46.661788191148425, -1.23612691916349;52;PAYS DE LA LOIRE;0
73;SAVOIE;73220;SAINT-ALBAN-DES-HURTIERES;45.46847940143395;6.249102657739354;45.46847940143395, 6.249102657739354;82;RHONE-ALPES;0
37;INDRE-ET-LOIRE;37119;L'ILE-BOUCHARD;47.12286718213039;0.423044659345053;47.122867182130385, 0.42304465934505303;24;CENTRE;0
80;SOMME;80500;MAISNIERES;50.01464703581707;1.609177065101918;50.01464703581707, 1.609177065101918;22;PICARDIE;0
47;LOT-ET-GARONNE;47041;BRUCH;44.20662794999824;0.405442754422703;44.206627949998236, 0.40544275442270306;72;AQUITAINE;0
55;MEUSE;55224;HAIRONVILLE;48.68780117778307;5.090267372967953;48.68780117778307, 5.090267372967953;41;LORRAINE;0
21;"""COTE-D'OR""";21126;CESSEY-SUR-TILLE;47.28268943629658;5.229258642323201;47.28268943629658, 5.229258642323201;26;BOURGOGNE;0
19;CORREZE;19134;MERLINES;45.62534247047953;2.458441930743469;45.62534247047953, 2.458441930743469;74;LIMOUSIN;0
11;AUDE;11408;VERZEILLE;43.12020070280483;2.328607362724086;43.12020070280483, 2.328607362724086;91;LANGUEDOC-ROUSSILLON;0
35;ILLE-ET-VILAINE;35120;GEVEZE;48.21332547046405;-1.799307035745108;48.21332547046405, -1.799307035745108;53;BRETAGNE;0
41;LOIR-ET-CHER;41175;PEZOU;47.86829936009502;1.146336340683068;47.86829936009502, 1.146336340683068;24;CENTRE;0
71;SAONE-ET-LOIRE;71120;CHAUFFAILLES;46.20658280647976;4.341739890825143;46.20658280647976, 4.341739890825143;26;BOURGOGNE;0
24;DORDOGNE;24215;JAYAC;45.029901005912734;1.351511797395471;45.029901005912734, 1.351511797395471;72;AQUITAINE;0
59;NORD;59443;OCHTEZEELE;50.8191546723867;2.400522573124648;50.8191546723867, 2.400522573124648;31;NORD-PAS-DE-CALAIS;0
79;DEUX-SEVRES;79063;CERSAY;47.06011001166617;-0.363929799149747;47.06011001166617, -0.36392979914974705;54;POITOU-CHARENTES;0
71;SAONE-ET-LOIRE;71159;CULLES-LES-ROCHES;46.64511715650676;4.652617860186278;46.64511715650676, 4.652617860186278;26;BOURGOGNE;0
31;HAUTE-GARONNE;31299;LHERM;43.4293377218233;1.223342365936779;43.4293377218233, 1.223342365936779;73;MIDI-PYRENEES;0
57;MOSELLE;57134;CHATEL-SAINT-GERMAIN;49.13175670285002;6.065855067502412;49.13175670285002, 6.065855067502412;41;LORRAINE;0
35;ILLE-ET-VILAINE;35121;GOSNE;48.25035238950932;-1.458608535951842;48.25035238950932, -1.458608535951842;53;BRETAGNE;0
21;"""COTE-D'OR""";21363;MAGNIEN;47.10945563449591;4.4333121413760574;47.10945563449591, 4.4333121413760574;26;BOURGOGNE;0
01;AIN;01027;BALAN;45.83112264529484;5.107800192488488;45.83112264529484, 5.107800192488488;82;RHONE-ALPES;0
57;MOSELLE;57484;MORSBACH;49.16736046495092;6.866590029829075;49.16736046495092, 6.866590029829075;41;LORRAINE;0
25;DOUBS;25258;FRANOIS;47.22536160689533;5.924971617990276;47.22536160689533, 5.924971617990276;43;FRANCHE-COMTE;0
02;AISNE;02734;TAILLEFONTAINE;49.3099328056186;3.049625390560698;49.3099328056186, 3.049625390560698;22;PICARDIE;0
88;VOSGES;88172;FIMENIL;48.17491572779263;6.707862201960354;48.17491572779263, 6.707862201960354;41;LORRAINE;0
16;CHARENTE;16012;ANGEAC-CHAMPAGNE;45.61375595062757;-0.289585740497744;45.613755950627564, -0.28958574049774405;54;POITOU-CHARENTES;0
02;AISNE;02679;SAINT-GENGOULPH;49.11894991258129;3.215266760333265;49.11894991258129, 3.215266760333265;22;PICARDIE;0
68;HAUT-RHIN;68040;BITSCHWILLER-LES-THANN;47.826849302936616;7.06896787478578;47.826849302936616, 7.06896787478578;42;ALSACE;0
55;MEUSE;55509;THONNE-LE-THIL;49.57178924649408;5.340898298164434;49.57178924649408, 5.340898298164434;41;LORRAINE;0
51;MARNE;51008;AMBRIERES;48.62900313496606;4.829237014747124;48.62900313496606, 4.8292370147471235;21;CHAMPAGNE-ARDENNE;0
32;GERS;32465;VILLEFRANCHE;43.421425055714494;0.7340342190470851;43.421425055714494, 0.7340342190470851;73;MIDI-PYRENEES;0
42;LOIRE;42339;CHAUSSETERRE;45.90151685262919;3.770917853067002;45.90151685262919, 3.7709178530670022;82;RHONE-ALPES;0
24;DORDOGNE;24109;LA CHAPELLE-GRESIGNAC;45.38963528059799;0.33934711565171;45.389635280597986, 0.33934711565171005;72;AQUITAINE;0
76;SEINE-MARITIME;76504;PLEINE-SEVE;49.81927649124112;0.752574707374413;49.81927649124112, 0.752574707374413;23;HAUTE-NORMANDIE;0
88;VOSGES;88147;DOMMARTIN-AUX-BOIS;48.15029318215893;6.289629147305715;48.15029318215893, 6.289629147305715;41;LORRAINE;0
24;DORDOGNE;24038;BERTRIC-BUREE;45.30905145701314;0.354531985356108;45.30905145701314, 0.354531985356108;72;AQUITAINE;0
71;SAONE-ET-LOIRE;71221;GIVRY;46.77021227254419;4.754414969924133;46.77021227254419, 4.754414969924133;26;BOURGOGNE;0
21;"""COTE-D'OR""";21396;MAUVILLY;47.70966664653746;4.704285494271253;47.709666646537464, 4.704285494271253;26;BOURGOGNE;0
71;SAONE-ET-LOIRE;71326;MOUTHIER-EN-BRESSE;46.86380751347482;5.380606732951921;46.86380751347482, 5.380606732951921;26;BOURGOGNE;0
63;PUY-DE-DOME;63392;SAINT-REMY-DE-CHARGNAT;45.50958515386208;3.325232439307242;45.509585153862076, 3.325232439307242;83;AUVERGNE;0
34;HERAULT;34236;ROUET;43.825879295769816;3.815941156770867;43.825879295769816, 3.815941156770867;91;LANGUEDOC-ROUSSILLON;0
33;GIRONDE;33276;MASSEILLES;44.40259460019039;-0.059264145636305;44.40259460019039, -0.059264145636305006;72;AQUITAINE;0
12;AVEYRON;12027;BESSUEJOULS;44.51984217805289;2.716685780056777;44.51984217805289, 2.716685780056777;73;MIDI-PYRENEES;0
52;HAUTE-MARNE;52156;CUREL;48.49821101437608;5.146262388247414;48.498211014376075, 5.146262388247414;21;CHAMPAGNE-ARDENNE;0
26;DROME;26069;CHAMALOC;44.81194558123466;5.385659498545414;44.81194558123466, 5.385659498545414;82;RHONE-ALPES;0
08;ARDENNES;08481;VILLERS-SUR-BAR;49.68178202932548;4.855142290573609;49.68178202932548, 4.855142290573609;21;CHAMPAGNE-ARDENNE;0
60;OISE;60570;SAINT-CREPIN-IBOUVILLERS;49.25925286448874;2.067731364574541;49.25925286448874, 2.067731364574541;22;PICARDIE;0
76;SEINE-MARITIME;76115;BOLLEVILLE;49.602833520538354;0.563968438854332;49.602833520538354, 0.563968438854332;23;HAUTE-NORMANDIE;0
35;ILLE-ET-VILAINE;35010;BAGUER-PICAN;48.55000947033104;-1.691204162846813;48.550009470331034, -1.691204162846813;53;BRETAGNE;0
41;LOIR-ET-CHER;41241;SELLES-SAINT-DENIS;47.37577810532832;1.906558966657729;47.37577810532832, 1.906558966657729;24;CENTRE;0
03;ALLIER;03239;SAINT-LEGER-SUR-VOUZANCE;46.40920219060057;3.937255077172566;46.40920219060057, 3.937255077172566;83;AUVERGNE;0
26;DROME;26259;RATIERES;45.17507785921376;4.97082735127296;45.17507785921376, 4.97082735127296;82;RHONE-ALPES;0
16;CHARENTE;16145;FOUSSIGNAC;45.712745125218085;-0.125082004292789;45.712745125218085, -0.125082004292789;54;POITOU-CHARENTES;0
17;CHARENTE-MARITIME;17174;GENOUILLE;46.01903216326237;-0.782334091478313;46.019032163262374, -0.782334091478313;54;POITOU-CHARENTES;0
09;ARIEGE;09319;UNZENT;43.17138409959965;1.5329441924292242;43.17138409959965, 1.5329441924292242;73;MIDI-PYRENEES;0
19;CORREZE;19113;LIGINIAC;45.40503584599532;2.323437811747996;45.40503584599532, 2.323437811747996;74;LIMOUSIN;0
28;EURE-ET-LOIR;28233;MARBOUE;48.1196433379216;1.307760719565636;48.119643337921595, 1.307760719565636;24;CENTRE;0
40;LANDES;40157;LIT-ET-MIXE;44.02000726780901;-1.276065451496614;44.02000726780901, -1.276065451496614;72;AQUITAINE;0
62;PAS-DE-CALAIS;62522;LOISON-SUR-CREQUOISE;50.44497009959139;1.919091841507585;50.44497009959139, 1.919091841507585;31;NORD-PAS-DE-CALAIS;0
57;MOSELLE;57003;ABRESCHVILLER;48.6015720299811;7.155766860527485;48.6015720299811, 7.155766860527485;41;LORRAINE;0
60;OISE;60660;LE VAUMAIN;49.34256327626184;1.865781147207637;49.34256327626184, 1.865781147207637;22;PICARDIE;0
18;CHER;18063;CHAVANNES;46.86393643249908;2.401657140202229;46.86393643249908, 2.401657140202229;24;CENTRE;0
12;AVEYRON;12007;AMBEYRAC;44.49435349568203;1.9357162856995;44.49435349568203, 1.9357162856995;73;MIDI-PYRENEES;0
08;ARDENNES;08244;LAMETZ;49.5265430661522;4.689026293943488;49.5265430661522, 4.689026293943488;21;CHAMPAGNE-ARDENNE;0
28;EURE-ET-LOIR;28025;BARMAINVILLE;48.25902896104504;1.954738455967281;48.25902896104504, 1.9547384559672811;24;CENTRE;0
77;SEINE-ET-MARNE;77204;GERMIGNY-SOUS-COULOMBS;49.06439549290524;3.161414639163483;49.06439549290524, 3.161414639163483;11;ILE-DE-FRANCE;0
76;SEINE-MARITIME;76517;QUINCAMPOIX;49.52061442761709;1.177793869861411;49.52061442761709, 1.177793869861411;23;HAUTE-NORMANDIE;0
09;ARIEGE;09022;ARVIGNA;43.05924694581106;1.728680949665436;43.05924694581106, 1.728680949665436;73;MIDI-PYRENEES;0
53;MAYENNE;53223;SAINT-GERMAIN-DE-COULAMER;48.26774885684911;-0.185983201964622;48.26774885684911, -0.185983201964622;52;PAYS DE LA LOIRE;0
72;SARTHE;72249;LA QUINTE;48.05113433654422;0.042039119863419;48.05113433654422, 0.042039119863419;52;PAYS DE LA LOIRE;0
39;JURA;39178;CRANS;46.695133952242585;5.981299312857313;46.695133952242585, 5.981299312857313;43;FRANCHE-COMTE;0
30;GARD;30085;COLLIAS;43.94905222770035;4.47176606244237;43.94905222770035, 4.47176606244237;91;LANGUEDOC-ROUSSILLON;0
86;VIENNE;86172;MOUTERRE-SUR-BLOURDE;46.21650660303913;0.768458601228007;46.21650660303913, 0.768458601228007;54;POITOU-CHARENTES;0
68;HAUT-RHIN;68353;WAHLBACH;47.6297810488386;7.346456167349213;47.6297810488386, 7.3464561673492135;42;ALSACE;0
38;ISERE;38160;EYZIN-PINET;45.47810673254067;4.998207286021189;45.47810673254067, 4.998207286021189;82;RHONE-ALPES;0
50;MANCHE;50476;SAINT-GERMAIN-D'ELLE;49.11977551584411;-0.9208567374334112;49.11977551584411, -0.9208567374334111;25;BASSE-NORMANDIE;0
36;INDRE;36012;BARAIZE;46.48085496598538;1.570280161373705;46.48085496598538, 1.570280161373705;24;CENTRE;0
38;ISERE;38093;CHATENAY;45.32946985569597;5.229274586385227;45.32946985569597, 5.229274586385227;82;RHONE-ALPES;0
95;"""VAL-D'OISE""";95241;FONTENAY-EN-PARISIS;49.05011966308222;2.445393719277551;49.05011966308222, 2.445393719277551;11;ILE-DE-FRANCE;0
50;MANCHE;50199;GENETS;48.689166732118544;-1.473540126707201;48.689166732118544, -1.473540126707201;25;BASSE-NORMANDIE;0
57;MOSELLE;57761;ZILLING;48.78672668220193;7.210302135771753;48.78672668220193, 7.210302135771753;41;LORRAINE;0
54;MEURTHE-ET-MOSELLE;54474;SAINTE-GENEVIEVE;48.87022435823508;6.137155485127018;48.87022435823508, 6.137155485127018;41;LORRAINE;0
55;MEUSE;55398;PAGNY-SUR-MEUSE;48.689220839656265;5.732988182443182;48.689220839656265, 5.732988182443182;41;LORRAINE;0
66;PYRENEES-ORIENTALES;66220;VALCEBOLLERE;42.38033536334366;2.043025558251862;42.38033536334366, 2.043025558251862;91;LANGUEDOC-ROUSSILLON;0
85;VENDEE;85284;SOULLANS;46.7951288466333;-1.913926994573763;46.7951288466333, -1.913926994573763;52;PAYS DE LA LOIRE;0
65;HAUTES-PYRENEES;65047;AUREILHAN;43.249703050342376;0.103640168514808;43.249703050342376, 0.103640168514808;73;MIDI-PYRENEES;0
16;CHARENTE;16016;ANSAC-SUR-VIENNE;45.99430297144259;0.6197303343252031;45.99430297144259, 0.6197303343252031;54;POITOU-CHARENTES;0
94;VAL-DE-MARNE;94018;CHARENTON-LE-PONT;48.82280849782191;2.407609154768574;48.82280849782191, 2.407609154768574;11;ILE-DE-FRANCE;0
54;MEURTHE-ET-MOSELLE;54360;MENIL-LA-TOUR;48.77416972282687;5.847636596643438;48.77416972282687, 5.847636596643438;41;LORRAINE;0
73;SAVOIE;73149;LUCEY;45.761052556055546;5.794152140788073;45.761052556055546, 5.794152140788073;82;RHONE-ALPES;0
23;CREUSE;23036;BUSSIERE-DUNOISE;46.25575637374649;1.7602899550591382;46.25575637374649, 1.7602899550591382;74;LIMOUSIN;0
82;TARN-ET-GARONNE;82077;LABARTHE;44.209162496312864;1.3168941592703831;44.209162496312864, 1.3168941592703831;73;MIDI-PYRENEES;0
