,MEN_nmen,MEN_nmencomp,codecommune
1482,64,10,04023
1483,37,6,04024
1484,89,4,04025
1485,43,8,04026
1486,27,5,04027
1487,18,4,04028
1488,24,5,04030
1489,140,8,04031
1490,76,6,04032
1491,92,17,04033
1492,220,15,04034
1493,63,12,04035
1494,132,10,04036
1495,26,2,04037
1496,448,41,04039
1497,18,2,04040
1498,56,5,04041
1499,39,8,04042
1500,20,2,04043
1501,359,11,04045
1502,86,6,04046
1503,94,9,04047
1504,2027,112,04049
1505,19,2,04051
1506,53,5,04053
1507,16,1,04054
1508,35,2,04055
1509,44,5,04057
1510,44,10,04058
1511,61,5,04059
1512,120,6,04061
1513,58,5,04062
1514,193,12,04063
1515,98,2,04065
1516,45,5,04066
1517,15,0,04067
1518,118,11,04068
1519,31,4,04069
1520,5277,357,04070
1521,28,2,04072
1522,101,27,04073
1523,24,6,04074
1524,52,6,04075
1525,249,16,04076
1526,38,4,04077
1527,226,19,04079
1528,54,4,04081
1529,90,9,04084
1530,54,9,04086
1531,9,0,04087
1532,1131,72,04088
1533,67,9,04090
1534,14,0,04091
1535,30,1,04092
1536,500,28,04094
1537,13,2,04095
1538,221,17,04096
1539,97,5,04097
1540,27,3,04099
1541,31,1,04101
1542,96,3,04102
1543,44,4,04104
1544,107,13,04106
1545,423,36,04108
1546,23,0,04109
1547,143,13,04110
1548,243,22,04111
1549,6165,463,04112
1550,111,5,04113
1551,49,4,04115
1552,720,55,04116
1553,29,5,04118
1554,10,1,04120
1555,139,11,04121
1556,72,11,04122
1557,183,31,04123
1558,69,5,04124
1559,68,13,04126
1560,72,5,04127
1561,24,5,04128
1562,19,2,04129
1563,29,5,04130
1564,23,1,04132
1565,66,6,04133
1566,165,14,04134
1567,245,18,04135
1568,67,4,04136
1569,12,1,04137
1570,44,2,04138
1571,84,6,04139
1572,36,4,04140
1573,76,6,04141
1574,972,59,04143
1575,75,2,04144
1576,164,16,04145
1577,42,2,04148
1578,567,40,04149
1579,19,5,04150
1580,89,6,04151
1581,513,49,04152
1582,22,4,04154
1583,44,10,04155
1584,43,6,04156
1585,186,12,04157
1586,120,4,04158
1587,33,5,04159
1588,267,28,04160
1589,83,17,04161
1590,60,9,04162
1591,155,31,04163
1592,23,2,04164
1593,537,49,04166
1594,34,1,04167
1595,25,4,04169
1596,21,6,04170
1597,19,0,04171
1598,98,6,04172
1599,314,31,04173
1600,23,0,04174
1601,11,4,04175
1602,27,3,04176
1603,217,13,04178
1604,23,1,04179
1605,12,1,04180
1606,15,2,04181
1607,26,5,04182
1608,30,1,04183
1609,31,4,04184
1610,19,1,04186
1611,9,2,04187
1612,118,6,04188
1613,94,5,04189
1614,231,13,04192
1615,79,13,04193
1616,22,0,04194
1617,119,11,04195
1618,788,53,04197
1619,57,3,04199
1620,49,11,04200
1621,29,1,04201
1622,16,0,04202
1623,83,9,04203
1624,59,7,04204
1625,398,35,04205
1626,81,3,04206
1627,17,7,04207
1628,144,21,04208
1629,2397,162,04209
1630,27,4,04210
1631,25,1,04211
1632,34,5,04214
1633,41,4,04216
1634,138,15,04217
1635,56,7,04218
1636,84,2,04219
1637,57,8,04220
1638,85,9,04222
1639,23,3,04224
1640,170,13,04226
1641,58,5,04227
1642,10,5,04228
1643,43,2,04229
1644,619,51,04230
1645,51,7,04231
1646,43,13,04233
1647,46,8,04234
1648,28,3,04235
1649,29,5,04236
1650,39,3,04237
1651,42,5,04240
1652,24,5,04241
1653,364,29,04242
1654,410,36,04244
1655,705,38,04245
1656,73,8,05001
1657,88,9,05003
1658,205,34,05004
1659,778,69,05006
1660,100,18,05007
1661,73,6,05008
1662,57,5,05009
1663,260,14,05010
1664,73,9,05011
1665,74,7,05012
1666,29,6,05013
1667,93,9,05014
1668,55,1,05016
1669,195,27,05017
1670,27,3,05018
1671,65,6,05019
1672,30,6,05021
1673,61,11,05022
1674,3081,178,05023
1675,25,7,05024
1676,27,8,05025
1677,68,15,05026
1678,36,4,05027
1679,37,8,05028
1680,132,17,05029
1681,53,7,05031
1682,38,9,05032
1683,203,29,05036
1684,47,9,05037
1685,88,9,05038
1686,144,40,05039
1687,401,47,05040
1688,36,11,05044
1689,152,18,05045
1690,1474,126,05046
1691,11,1,05047
1692,56,10,05048
1693,13,1,05049
1694,161,8,05050
1695,132,15,05052
1696,66,11,05053
1697,100,20,05054
1698,85,10,05055
1699,66,12,05056
1700,23,6,05057
1701,75,6,05058
1702,76,13,05059
1703,36,3,05060
1704,9487,582,05061
1705,53,8,05062
1706,170,21,05063
1707,68,12,05064
1708,455,37,05065
1709,64,13,05068
1710,1230,80,05070
1711,41,8,05071
1712,42,11,05072
1713,51,15,05073
1714,19,5,05074
1715,76,5,05075
1716,21,4,05076
1717,96,13,05077
1718,103,8,05078
1719,235,35,05079
1720,22,4,05080
1721,31,3,05082
1722,51,15,05084
1723,111,6,05085
1724,38,2,05086
1725,86,7,05087
1726,57,8,05090
1727,84,6,05092
1728,45,4,05093
1729,75,15,05095
1730,286,35,05096
1731,114,14,05097
1732,94,12,05098
1733,21,3,05099
1734,78,16,05100
1735,110,14,05101
1736,23,4,05102
1737,157,12,05103
1738,78,13,05104
1739,43,8,05106
1740,23,2,05107
1741,25,5,05108
1742,60,7,05110
1743,25,7,05111
1744,58,18,05113
1745,77,19,05114
1746,99,13,05115
1747,41,12,05116
1748,36,12,05117
1749,194,21,05118
1750,94,19,05119
1751,29,7,05121
1752,207,19,05122
1753,233,45,05123
1754,86,12,05124
1755,167,17,05126
1756,50,2,05127
1757,109,29,05128
1758,41,9,05129
1759,24,6,05130
1760,13,2,05131
1761,424,39,05132
1762,335,40,05133
1763,60,13,05134
1764,16,6,05135
1765,127,18,05136
1766,162,25,05139
1767,41,3,05140
1768,198,21,05142
1769,54,8,05144
1770,246,30,05145
1771,46,7,05146
1772,82,19,05147
1773,126,12,05148
1774,47,10,05149
1775,168,18,05151
1776,50,11,05152
1777,72,11,05153
1778,52,6,05154
1779,68,15,05156
1780,77,8,05157
1781,34,2,05158
1782,14,3,05159
1783,14,2,05160
1784,246,27,05161
1785,246,22,05162
1786,22,7,05163
1787,224,19,05164
1788,61,8,05165
1789,533,22,05166
1790,25,1,05167
1791,91,13,05168
1792,6,2,05169
1793,372,31,05170
1794,42,7,05171
1795,79,8,05172
1796,97,18,05173
1797,92,6,05174
1798,52,8,05176
1799,227,17,05177
1800,129,23,05178
1801,1289,76,05179
1802,67,7,05180
1803,45,6,05181
1804,318,39,05183
1805,55,7,05184
1806,30,5,06001
1807,15,4,06002
1808,95,9,06003
1809,21415,1365,06004
1810,41,4,06005
1811,297,14,06006
1812,339,30,06007
1813,16,1,06009
1814,591,49,06010
1815,1819,79,06011
1816,5120,225,06012
1817,193,10,06013
1818,154,16,06014
1819,318,40,06015
1820,125,9,06016
1821,29,2,06017
1822,985,77,06018
1823,198,18,06019
1824,109,5,06020
1825,86,2,06021
1826,83,4,06022
1827,762,65,06023
1828,82,5,06024
1829,155,15,06025
1830,299,24,06026
1831,11360,713,06027
1832,38,5,06028
1833,29838,1304,06029
1834,12750,800,06030
1835,242,30,06031
1836,1715,97,06032
1837,1191,89,06033
1838,294,53,06034
1839,150,20,06035
1840,29,1,06036
1841,25,5,06037
1842,587,49,06038
1843,113,4,06039
1844,15,2,06040
1845,49,6,06041
1846,175,8,06042
1847,130,19,06043
1848,1328,100,06044
1849,22,3,06045
1850,460,37,06046
1851,25,5,06047
1852,1253,148,06048
1853,14,1,06049
1854,53,8,06050
1855,42,7,06051
1856,30,4,06052
1857,60,10,06053
1858,544,52,06054
1859,39,3,06055
1860,46,3,06056
1861,490,52,06057
1862,47,7,06058
1863,704,51,06059
1864,285,23,06060
1865,17,2,06061
1866,126,4,06062
1867,32,2,06063
1868,489,31,06064
1869,795,81,06065
1870,194,18,06066
1871,197,19,06067
1872,93,7,06068
1873,12550,1055,06069
1874,105,7,06070
1875,231,15,06071
1876,27,1,06072
1877,163,8,06073
1878,359,27,06074
1879,539,43,06075
1880,261,29,06077
1881,35,1,06078
1882,3605,185,06079
1883,22,1,06080
1884,15,0,06081
1885,23,0,06082
1886,10405,620,06083
1887,1197,94,06084
1888,2880,360,06085
1889,101,8,06086
1890,140580,7935,06088
1891,392,29,06089
1892,751,62,06090
1893,405,14,06091
1894,315,21,06092
1895,41,7,06093
1896,197,12,06094
1897,1280,74,06095
1898,27,3,06096
1899,25,2,06097
1900,27,3,06098
1901,457,32,06099
1902,13,0,06100
1903,50,4,06101
1904,26,2,06102
1905,493,28,06103
1906,4615,170,06104
1907,909,63,06105
1908,124,16,06106
1909,26,2,06107
1910,670,73,06108
1911,187,19,06109
1912,24,2,06110
1913,40,1,06111
1914,629,37,06112
1915,150,14,06113
1916,1108,125,06114
1917,18,1,06115
1918,89,6,06116
1919,78,9,06117
1920,471,22,06118
1921,65,7,06119
1922,577,54,06120
1923,884,77,06121
1924,662,54,06122
1925,5490,420,06123
1926,11,1,06124
1927,51,2,06125
1928,480,35,06126
1929,446,34,06127
1930,725,55,06128
1931,151,11,06129
1932,217,17,06130
1933,11,1,06131
1934,140,3,06132
1935,18,2,06133
1936,83,10,06134
1937,68,5,06135
1938,675,58,06136
1939,259,21,06137
1940,303,25,06138
1941,25,1,06139
1942,242,18,06140
1943,50,9,06141
1944,63,1,06142
1945,121,18,06143
1946,83,4,06144
1947,13,0,06145
1948,19,2,06146
1949,814,68,06147
1950,864,78,06148
1951,2185,165,06149
1952,657,62,06150
1953,225,12,06151
1954,786,52,06152
1955,189,12,06153
1956,48,1,06154
1957,6340,335,06155
1958,46,2,06156
1959,4605,305,06157
1960,138,10,06158
1961,2865,195,06159
1962,32,5,06160
1963,2040,185,06161
1964,200,10,06162
1965,675,39,06163
1966,97,14,07001
1967,57,8,07002
1968,54,9,07003
1969,33,5,07004
1970,302,34,07005
1971,92,7,07006
1972,214,34,07007
1973,156,18,07008
1974,337,22,07009
1975,6916,386,07010
1976,204,20,07011
1977,179,16,07012
1978,189,21,07013
1979,139,16,07014
1980,109,16,07015
1981,137,29,07017
1982,45,5,07018
1983,4084,293,07019
1984,74,5,07020
1985,198,15,07022
1986,86,11,07023
1987,192,16,07024
1988,103,3,07025
1989,179,24,07026
1990,432,53,07027
1991,146,18,07028
1992,60,8,07029
1993,88,12,07030
1994,130,31,07031
1995,38,5,07032
1996,56,4,07033
1997,16,2,07034
1998,158,27,07035
1999,43,10,07036
2000,103,13,07037
2001,83,25,07039
2002,85,17,07040
2003,542,37,07041
2004,2130,148,07042
2005,38,13,07044
2006,258,20,07045
2007,31,8,07047
2008,119,12,07048
2009,40,2,07049
2010,190,34,07050
2011,100,6,07051
2012,124,18,07052
2013,147,20,07053
2014,92,10,07054
2015,350,36,07055
2016,87,15,07056
2017,220,22,07058
2018,50,5,07059
2019,56,6,07060
2020,78,2,07061
2021,39,4,07062
2022,66,15,07063
2023,1424,84,07064
2024,123,13,07065
2025,564,45,07066
2026,37,13,07067
2027,155,27,07068
2028,146,32,07069
2029,308,20,07070
2030,231,32,07071
2031,315,23,07072
2032,135,13,07073
2033,31,6,07074
2034,124,16,07075
2035,551,34,07076
2036,50,13,07077
2037,418,36,07078
2038,426,66,07079
2039,109,7,07080
2040,14,2,07081
2041,125,10,07082
2042,133,13,07083
2043,158,31,07084
2044,214,45,07085
2045,132,18,07086
2046,65,12,07087
2047,30,10,07088
2048,193,22,07089
2049,296,21,07090
2050,33,6,07091
2051,20,4,07092
2052,102,13,07093
2053,34,3,07094
2054,144,29,07095
2055,165,21,07096
2056,81,6,07097
2057,38,4,07098
2058,80,12,07099
2059,125,25,07100
2060,158,25,07101
2061,2937,169,07102
2062,67,7,07103
2063,57,7,07104
2064,82,11,07105
2065,118,7,07106
2066,409,43,07107
2067,29,5,07108
2068,70,10,07109
2069,475,43,07110
2070,55,9,07111
2071,81,9,07112
2072,59,7,07113
2073,96,17,07114
2074,121,26,07115
2075,651,39,07116
2076,429,69,07117
2077,50,1,07118
2078,76,14,07119
2079,56,10,07120
2080,148,26,07121
2081,203,21,07122
2082,92,8,07123
2083,21,6,07124
2084,184,22,07126
2085,413,26,07127
2086,141,15,07128
2087,1034,70,07129
2088,107,14,07130
2089,75,7,07131
2090,842,66,07132
2091,19,1,07133
2092,234,23,07134
2093,36,7,07136
2094,34,6,07137
2095,278,35,07138
2096,82,4,07139
2097,95,16,07140
2098,35,5,07141
2099,89,15,07142
2100,175,15,07143
2101,174,31,07145
2102,165,10,07146
2103,34,8,07147
2104,60,8,07148
2105,115,7,07149
2106,246,40,07150
2107,110,11,07151
2108,247,27,07152
2109,188,14,07153
2110,81,13,07154
2111,181,16,07155
2112,286,31,07156
2113,208,14,07157
2114,82,8,07158
2115,99,15,07159
2116,24,3,07160
2117,297,26,07161
2118,90,16,07162
2119,25,7,07163
2120,80,6,07165
2121,115,21,07166
2122,311,21,07167
2123,100,17,07168
2124,64,12,07169
2125,120,22,07170
2126,114,28,07171
2127,200,21,07172
2128,23,3,07173
2129,145,7,07174
2130,28,6,07175
2131,33,6,07176
2132,93,17,07177
2133,211,20,07178
2134,25,3,07179
2135,816,76,07181
2136,278,22,07182
2137,58,3,07183
2138,113,27,07184
2139,176,26,07185
2140,3404,155,07186
2141,40,8,07187
2142,279,34,07188
2143,78,15,07189
2144,50,7,07190
2145,340,32,07191
2146,156,21,07192
2147,65,9,07193
2148,75,8,07194
2149,45,6,07195
2150,62,13,07196
2151,477,51,07197
2152,149,15,07198
2153,266,43,07199
2154,30,2,07200
2155,616,40,07201
2156,66,8,07202
2157,64,8,07203
2158,896,72,07204
2159,219,33,07205
2160,33,6,07206
2161,187,24,07207
2162,19,3,07208
2163,37,6,07209
2164,146,21,07210
2165,139,23,07211
2166,104,15,07212
2167,54,15,07213
2168,53,9,07214
2169,83,12,07215
2170,131,28,07216
2171,162,23,07217
2172,120,11,07218
2173,30,6,07219
2174,69,3,07220
2175,67,18,07221
2176,47,5,07222
2177,30,2,07223
2178,163,20,07224
2179,112,14,07225
2180,59,12,07226
2181,122,20,07227
2182,189,24,07228
2183,222,35,07229
2184,84,15,07230
2185,480,51,07231
2186,137,31,07232
2187,80,10,07233
2188,63,12,07234
2189,108,17,07235
2190,356,34,07236
2191,233,18,07237
2192,62,17,07238
2193,65,8,07239
2194,277,25,07240
2195,81,12,07241
2196,38,8,07242
2197,20,7,07243
2198,87,14,07244
2199,476,49,07245
2200,181,26,07247
2201,82,8,07248
2202,58,7,07249
2203,94,12,07250
2204,61,9,07251
2205,91,21,07253
2206,97,17,07254
2207,241,18,07255
2208,41,8,07257
2209,114,8,07258
2210,245,35,07259
2211,130,18,07260
2212,403,29,07261
2213,57,7,07262
2214,37,3,07263
2215,394,46,07264
2216,240,23,07265
2217,54,6,07266
2218,162,16,07267
2219,129,9,07268
2220,589,36,07269
2221,83,14,07270
2222,54,6,07272
2223,53,10,07273
2224,68,11,07274
2225,29,1,07275
2226,49,5,07276
2227,33,8,07277
2228,103,18,07278
2229,273,34,07279
2230,347,30,07280
2231,1330,114,07281
2232,148,13,07282
2233,37,6,07284
2234,47,8,07285
2235,162,22,07286
2236,68,6,07287
2237,181,14,07288
2238,342,27,07289
2239,88,14,07290
2240,169,19,07291
2241,151,19,07292
2242,93,17,07293
2243,127,26,07294
2244,526,50,07295
2245,227,22,07296
2246,107,17,07297
2247,80,9,07298
2248,58,9,07299
2249,86,12,07300
2250,261,37,07301
2251,105,17,07302
2252,59,6,07303
2253,122,10,07304
2254,71,10,07305
2255,47,3,07306
2256,91,16,07307
2257,524,76,07308
2258,616,75,07309
2259,85,22,07310
2260,38,6,07311
2261,74,12,07312
2262,475,24,07313
2263,117,25,07314
2264,149,9,07315
2265,314,17,07316
2266,106,16,07317
2267,2913,209,07319
2268,18,5,07321
2269,416,36,07322
2270,236,31,07323
2271,2902,210,07324
2272,471,40,07325
2273,48,6,07326
2274,114,8,07327
2275,95,13,07328
2276,111,10,07329
2277,658,48,07330
2278,1495,120,07331
2279,91,20,07332
2280,248,29,07333
2281,762,61,07334
2282,59,9,07335
2283,56,16,07336
2284,276,39,07337
2285,602,85,07338
2286,259,31,07339
2287,269,24,07340
2288,492,31,07341
2289,198,20,07342
2290,198,23,07343
2291,48,8,07344
2292,184,20,07345
2293,1011,101,07346
2294,250,17,07347
2295,204,22,07348
2296,1930,129,07349
2297,130,13,08001
2298,465,30,08003
2299,57,2,08004
2300,29,1,08005
2301,92,6,08006
2302,229,18,08008
2303,48,6,08010
2304,53,4,08011
2305,136,12,08013
2306,36,1,08014
2307,40,4,08015
2308,84,9,08016
2309,59,3,08017
2310,27,3,08018
2311,27,1,08020
2312,37,3,08021
2313,60,7,08022
2314,22,3,08023
2315,289,23,08024
2316,463,33,08025
2317,111,10,08026
2318,26,2,08027
2319,313,25,08028
2320,35,4,08029
2321,53,3,08032
2322,39,4,08033
2323,131,12,08034
2324,54,6,08036
2325,246,20,08037
2326,74,10,08038
2327,113,5,08039
2328,155,16,08040
2329,56,4,08041
2330,455,24,08043
2331,37,3,08044
2332,85,10,08045
2333,61,11,08046
2334,68,2,08048
2335,39,3,08049
2336,50,6,08052
2337,441,27,08053
2338,171,17,08055
2339,129,9,08057
2340,34,1,08058
2341,46,6,08060
2342,46,3,08062
2343,50,4,08063
2344,76,7,08064
2345,27,3,08066
2346,505,35,08067
2347,92,9,08069
2348,112,9,08070
2349,40,4,08071
2350,42,2,08073
2351,27,6,08074
2352,53,3,08075
2353,310,21,08076
2354,204,13,08078
2355,25,7,08080
2356,2208,144,08081
2357,38,2,08082
2358,113,9,08083
2359,51,3,08084
2360,68,4,08085
2361,45,0,08086
2362,45,7,08087
2363,28,2,08088
2364,159,10,08089
2365,1117,79,08090
2366,63,2,08092
2367,54,2,08095
2368,90,8,08096
2369,192,13,08097
2370,30,5,08098
2371,19,5,08099
2372,25,3,08100
2373,43,3,08101
2374,30,5,08102
2375,75,8,08103
2376,19897,1044,08105
2377,20,3,08106
2378,317,21,08107
2379,87,5,08109
2380,54,2,08110
2381,100,9,08111
2382,198,13,08113
2383,135,11,08115
2384,348,25,08116
2385,56,2,08117
2386,132,10,08119
2387,26,3,08120
2388,33,8,08121
2389,251,23,08122
2390,74,9,08124
2391,109,11,08125
2392,36,4,08126
2393,32,1,08128
2394,38,3,08130
2395,43,3,08131
2396,43,6,08132
2397,135,2,08133
2398,31,3,08134
2399,48,3,08135
2400,103,8,08136
2401,86,11,08137
2402,79,6,08138
2403,603,42,08139
2404,319,14,08140
2405,64,2,08141
2406,670,44,08142
2407,27,1,08143
2408,28,5,08144
2409,427,26,08145
2410,42,2,08146
2411,23,2,08147
2412,34,2,08148
2413,56,8,08149
2414,76,8,08150
2415,106,3,08151
2416,101,5,08153
2417,37,3,08154
2418,26,4,08155
2419,129,14,08156
2420,51,4,08158
2421,47,7,08159
2422,48,3,08160
2423,60,3,08162
2424,55,6,08163
2425,89,3,08164
2426,87,5,08166
2427,42,4,08167
2428,84,6,08168
2429,45,3,08169
2430,50,3,08170
2431,48,4,08171
2432,50,5,08172
2433,317,36,08173
2434,771,62,08174
2435,55,5,08175
2436,26,3,08176
2437,90,7,08178
2438,178,18,08179
2439,375,39,08180
2440,26,3,08182
2441,432,41,08183
2442,40,4,08184
2443,1831,148,08185
2444,70,8,08187
2445,386,25,08188
2446,51,4,08189
2447,2480,148,08190
2448,266,26,08191
2449,34,3,08192
2450,71,7,08193
2451,164,16,08194
2452,96,16,08195
2453,34,2,08196
2454,176,12,08198
2455,203,12,08199
2456,68,4,08200
2457,16,2,08201
2458,158,13,08202
2459,92,4,08203
2460,23,5,08204
2461,24,2,08205
2462,68,11,08206
2463,68,5,08207
2464,63,7,08208
2465,137,14,08209
2466,58,9,08210
2467,301,22,08211
2468,118,14,08212
2469,190,15,08214
2470,46,2,08216
2471,44,3,08217
2472,764,50,08218
2473,43,1,08219
2474,83,5,08220
2475,721,62,08222
2476,44,3,08223
2477,59,1,08225
2478,104,7,08226
2479,21,0,08228
2480,34,3,08229
2481,64,10,08230
2482,114,13,08232
2483,25,1,08234
2484,92,10,08235
2485,67,7,08236
2486,192,12,08237
2487,28,5,08238
2488,235,18,08239
2489,68,5,08240
2490,237,32,08242
2491,84,5,08243
2492,27,1,08244
2493,59,9,08246
2494,39,5,08247
2495,163,18,08248
2496,73,7,08249
2497,62,5,08250
2498,19,1,08251
2499,32,3,08252
2500,196,12,08254
2501,89,7,08255
2502,44,4,08256
2503,46,4,08257
2504,40,8,08259
2505,130,12,08260
2506,222,16,08262
2507,292,32,08263
2508,161,13,08264
2509,24,5,08268
2510,51,2,08271
2511,24,1,08272
2512,31,1,08273
2513,65,6,08274
2514,72,4,08275
2515,260,23,08276
2516,46,1,08277
2517,30,0,08278
2518,36,4,08280
2519,187,10,08281
2520,308,27,08282
2521,39,0,08283
2522,227,29,08284
2523,44,2,08286
2524,30,2,08287
2525,37,4,08288
2526,224,16,08289
2527,50,2,08291
2528,66,3,08293
2529,47,4,08294
2530,24,2,08295
2531,56,4,08296
2532,427,20,08298
2533,44,2,08301
2534,1047,73,08302
2535,121,10,08303
2536,49,5,08305
2537,34,6,08307
2538,38,3,08308
2539,38,4,08310
2540,939,56,08311
2541,48,2,08312
2542,41,3,08313
2543,154,19,08314
2544,354,22,08316
2545,33,2,08317
2546,121,19,08318
2547,117,10,08319
2548,143,8,08320
2549,73,3,08321
2550,78,16,08322
2551,63,7,08323
2552,37,7,08324
2553,67,7,08326
2554,774,52,08327
2555,2264,189,08328
2556,159,21,08329
2557,154,17,08330
2558,238,33,08331
2559,85,6,08333
2560,23,1,08335
2561,98,12,08336
2562,59,8,08338
2563,89,16,08339
2564,46,4,08340
2565,230,15,08341
2566,75,9,08342
2567,412,38,08343
2568,47,4,08344
2569,315,12,08346
2570,107,8,08347
2571,30,4,08348
2572,205,10,08349
2573,57,6,08350
2574,22,2,08351
2575,77,9,08352
2576,128,8,08353
2577,380,19,08354
2578,110,11,08355
2579,47,6,08356
2580,263,15,08357
2581,58,8,08358
2582,81,12,08360
2583,389,26,08361
2584,2710,150,08362
2585,3494,277,08363
2586,40,2,08364
2587,407,26,08365
2588,300,30,08366
2589,841,76,08367
2590,68,7,08368
2591,50,3,08369
2592,147,15,08370
2593,145,17,08373
2594,35,1,08374
2595,41,1,08375
2596,90,11,08376
2597,45,8,08378
2598,74,7,08379
2599,84,6,08380
2600,226,22,08381
2601,59,9,08382
2602,50,4,08383
2603,64,7,08384
2604,246,15,08385
2605,70,9,08386
2606,49,5,08387
2607,81,6,08388
2608,56,5,08389
2609,33,3,08390
2610,335,33,08391
2611,65,4,08392
2612,23,3,08393
2613,52,4,08394
2614,37,7,08395
2615,40,7,08396
2616,33,2,08398
2617,59,11,08399
2618,140,13,08400
2619,75,8,08401
2620,186,13,08402
2621,584,48,08403
2622,26,2,08404
2623,78,9,08405
2624,122,9,08406
2625,78,10,08408
2626,7814,472,08409
2627,82,5,08410
2628,53,5,08411
2629,70,4,08412
2630,91,15,08413
2631,124,14,08415
2632,66,3,08416
2633,46,1,08417
2634,103,12,08418
2635,549,38,08419
2636,473,54,08420
2637,36,6,08421
2638,36,6,08422
2639,49,6,08424
2640,43,0,08426
2641,62,6,08427
2642,51,3,08428
2643,72,7,08429
2644,36,5,08431
2645,21,5,08432
2646,29,4,08433
2647,232,32,08435
2648,88,11,08436
2649,104,11,08437
2650,35,3,08438
2651,60,6,08439
2652,54,4,08440
2653,38,6,08444
2654,86,4,08445
2655,35,5,08446
2656,395,35,08448
2657,179,16,08449
2658,45,3,08450
2659,117,11,08451
2660,72,6,08452
2661,41,4,08453
2662,28,1,08454
2663,16,2,08455
2664,43,3,08456
2665,261,7,08457
2666,72,2,08458
2667,42,5,08459
2668,46,4,08460
2669,83,9,08461
2670,39,8,08462
2671,37,4,08463
2672,39,3,08464
2673,31,6,08466
2674,39,2,08467
2675,48,2,08468
2676,174,11,08469
2677,77,7,08470
2678,116,9,08472
2679,83,6,08473
2680,112,9,08476
2681,23,5,08477
2682,41,3,08478
2683,59,3,08479
2684,1013,63,08480
2685,56,5,08481
2686,11,1,08482
2687,97,4,08483
2688,33,2,08484
2689,59,10,08485
2690,621,29,08486
2691,630,58,08487
2692,931,68,08488
2693,113,10,08489
